url|page_id|post_id|title|date|topics|text_content|text_length_chars|record_type
https://www.mbalacouncil.gov.zm/?p=3451||3451.0|MBALA CDF AMBULANCE COMMISSIONED|2025-12-02T07:58:46+00:00|cdf|Mbala Member of Parliament and Minister for Muchinga Province, Hon. Njavwa Simutowe has commissioned the newly procured Ambulance which was delivered to Mbala Constituency on Saturday 20th September 2025. This follows the recent flag-off of the first 119 CDF procured Ambulances by the Minister of Local Government and Rural Development, which took place in Lusaka on 17th September 2025. Speaking during the handover ceremony held on 22nd September 2025 at the Civic Centre in Mbala, Hon. Simutowe thanked the President of the Republic of Zambia Mr. Hakainde Hichilema for the initiative to purchase Ambulances for all Constituencies in the country under CDF. “Zambia is vast and all of us were looking to Central Government to provide what we needed. But with the coming of the increased scope of CDF, rural areas like Mbala which were lagging behind in terms of development now have a different story through the transformation being implemented in the Education, Health, Public Infrastructure and Social Economic sectors,” he said. He stated that, through CDF Mbala Constituency now has an Ambulance, a Monitoring Vehicle, a Police Vehicle, a Grader, Tipper Truck and a Tractor Loader Backhoe. He also disclosed that CDF has additionally empowered the Mbala Community through Empowerment Funds and sent children to go and learn different professional skills. And Mbala District Commissioner, Mr. Jestus Sikazwe has urged the District Health Office to ensure that proper care and maintenance of the Ambulance is upheld to prolong its lifespan to help the people of Mbala for many years to come. The Minister also took the opportunity to commend Mbala Municipal Council management for patching all portholes in the Central Business District and encouraged them to continue the hard work. Hon. Minister Njavwa Siimutowe Commissioning the CDF Ambulance. His Worship The Mayor Mr. Mulenga Sinyangwe Having a feel of the CDF Ambulance. Inspecting State of the Art Medical Equipment Installed in the CDF Ambulance. Inspecting State of the Art Medical Equipment Installed in the CDF Ambulance. Mbala CDF Ambulance displayed during the Handover Ceremony. Mbala CDF Ambulance displayed during the Handover Ceremony.|2209|post
https://www.mbalacouncil.gov.zm/?p=3321||3321.0|DRAFT AMENDMENTS TO THE CONSTITUTION SUBMITTED|2025-12-01T14:33:42+00:00|ward|Following the appointment of the Technical Committee on Drafting Amendments to the Constitution of Zambia, by His Excellency President Hakainde Hichilema, Mbala District joined the Northern Province Virtual Public Sitting to make submissions to the Committee. The purpose of the Committee was to consult the people of Zambia to review and benchmark best constitutional practices, propose amendments to the Constitution with a view to consolidate democracy and constitutionalism, enhance equitable and balanced representation and promote inclusivity, accountability and effective representation in governance. The Committee commenced public consultations and receiving of submissions through public sittings held at Provincial headquarters while virtual sittings for districts took place at Civic Centres. Led by the District Commissioner, His Worship the Mayor and Town Clerk, various stakeholders gathered at Mbala Municipal Council Chamber on 30th October 2025 and made submissions through the Mambwe Royal Establishment Spokesperson, Mr. Christopher Mengo Siame who submitted that; – There is need for clear guidance on the delimitation of Wards and Constituencies, as some areas such as Nonde Ward are experiencing boundary overlaps between Mbala and Mpulungu Districts. – Leadership should not be restricted by academic qualification. Rather being a Zambian Citizen should be the main qualification for one to serve in any public office. – The Grade Twelve Certificate requirement for one to run for public office be removed. – By-Elections be abolished and Ministers be appointed outside of Parliament. – Petitions for Members of Parliament and Councillors be resolved within 21 working days while Presidential petitions should be resolved within 14 working days to enhance efficiency and fairness in governance. And Team Leader for the Constitution Amendment Programme Mr. Robbinson Chongo called on Zambians to actively participate in the constitutional review process to promote good governance and sustainable national development. Mbala District Making Submissions on Draft Constitutional Review Amendments. Mbala District Making Submissions on Draft Constitutional Review Amendments. Mbala District Making Submissions on Draft Constitutional Review Amendments. Mbala District Making Submissions on Draft Constitutional Review Amendments. Mbala District Making Submissions on Draft Constitutional Review Amendments. Mbala District Making Submissions on Draft Constitutional Review Amendments. Mbala District Making Submissions on Draft Constitutional Review Amendments. Mbala District Making Submissions on Draft Constitutional Review Amendments. Mbala District Making Submissions on Draft Constitutional Review Amendments.|2734|post
https://www.mbalacouncil.gov.zm/?p=3106||3106.0|2026 CONSTITUENCY DEVELOPMENT FUND APPLICATIONS EXTENDED TO 31ST JULY 2025|2025-07-04T09:18:35+00:00|cdf;budget_finance|2026 CONSTITUENCY DEVELOPMENT FUND APPLICATIONS EXTENDED TO 31ST JULY 2025 – Mbala Municipal Council Menu Contact Information Mbala Municipal Council Mbala District Northern Province, Zambia A.K Wilombe Lane P.O Box 420057 Tel: 0971921116 Email:mbalacouncil@gmail.com Quick Links Ministry of Local Government and Rural Development Local Government Service Comission Ministry of Finance and National PlanningMinistry of Finance and National Planning Ministry of Agriculture National Assembly of Zambia Local Government Training Institute SMART Zambia ©2025. SMART Zambia Institute & Mbala Municipal Council. All Rights Reserved.|627|post
https://www.mbalacouncil.gov.zm/?p=3103||3103.0|MBALA STAKEHOLDERS WELCOME THE CONSTRUCTION OF A TRUCK PARK|2025-07-04T08:16:38+00:00|budget_finance|Stakeholders have welcomed the move to construct a Truck Park at the Mbala – Mpulungu Junction in Mbala District. Speaking during a Stakeholder Meeting held on 02nd July 2025 at Mbala – Mpulungu Junction, Mbala Municipal Council Town Clerk Mrs. Laura Yumba Munkanta guided the stakeholders to consider the benefits of constructing a Truck Park at the strategic location, including traffic decongestion, job creation, economic growth, revenue for the Local Authority and the provision of a conducive, secure parking area for truckers, with water and sanitation facilities. The Truck Park will further be constructed with a number of shops which will be rented out to local traders to provide goods and services to truckers and patrons of the facility. Mrs. Munkanta also guided the stakeholders to consider the environmental as well as social impacts the facility may pose and devise ways to mitigate them before the commencement of the project. She further presented the sources of funding, budget line, future expansion and upgrade plans, as well as the need for continued collaboration with stakeholders to ensure harmonization of objectives and expectations. Stakeholders present unanimously supported the venture and requested the Council to commence and complete the project timely, as they foresee development with numerous benefits to the District. The stakeholders further suggested that a steering committee of stakeholders be formed to assist the Council supervise and direct works when the project commences. Meanwhile, differently abled stakeholders requested that Persons Living With Disabilities be considered during the allocation of the shops to support their efforts in sustaining their families.|1713|post
https://www.mbalacouncil.gov.zm/?p=3039||3039.0|WATER BORNE ABLUTION & MECHANISED WATER RETICULATION SYSTEM NEARS COMPLETION AT KAWIMBE SECONDARY SCHOOL|2025-07-01T08:27:33+00:00|cdf|Mbala Municipal Council has made 80% progress on the construction of a Water Borne Ablution Block, coupled with a Mechanised Water Reticulation System at Kawimbe Secondary School in Kawimbe Ward, at a contract sum of K1,058,557.10 under the 2024 Constituency Development Fund allocation. Kawimbe Secondary School is a 1×3 Classroom Block which was implemented under the 2022 CDF allocation and has now been equipped with a water and sanitation system. Previously, Kawimbe Secondary School was operating in a 1×2 Classroom Block stationed at the Primary School, overwhelming both the infrastructure and users of the school. The implementation of the Kawimbe Secondary School project has now guaranteed that learners in the area will have access to Secondary Education in a conducive environment with a Water Borne Ablution Block and safe, clean water. Additionally, the classroom block has been furnished with 60 desks procured under CDF, meeting the presidential directive to ensure that no child sits on the floor.|1015|post
https://www.mbalacouncil.gov.zm/?p=2922||2922.0|PROVINCIAL MINISTER HON. LEONARD MBAO HANDS OVER K3.7 MILLION IN CDF EMPOWERMENT LOANS TO MBALA BENEFICIARIES|2025-06-18T12:21:04+00:00|cdf;ward|Provincial Minister for Northern Province, Hon. Leonard Mbao, has handed over Constituency Development Fund Empowerment Loans to 28 enterprises in Mbala Constituency, amounting to a total of K3,736,935.61 under the 2025 CDF allocation, during a Handover Ceremony held today, at the Civic Centre. During his speech, Hon. Mbao stated that from 2022 to date, Mbala Municipal Council has disbursed CDF Empowerment Loans to 127 beneficiaries across the nine Wards of the Constituency, amounting to a total of K12,609,425. The Minister reminded beneficiaries to adhere to the CDF guidelines in the management and repayment of their Empowerment Loans and appealed to the CDF Committee to consider more Women, Youths and Persons Living With Disabilities, during the approval of applications for CDF Empowerment Funds. “in the last four years, the Constituency Development Fund Community Projects, Empowerment Funds, Bursaries and Presidential Directives have led the nation towards an upward trajectory, through the CDF’s holistic approach implemented by the UPND Government” he said. Meanwhile, Mbala District Commissioner, Mr. Jestus Sikazwe challenged beneficiaries of CDF Empowerment Funds to be proud ambassadors, giving testament to the feasible transformative power of the Constituency Development Fund after having benefitted from it. And Town Clerk for Mbala Municipal Council, Mrs. Laura Yumba Munkanta revealed that the Council has previously disbursed CDF Empowerment Grants to 502 cooperatives in the last four years. She further stated that 688 students have been sponsored under the Skills Development Bursary and 471 pupils under the Secondary Boarding School Bursary.|1676|post
https://www.mbalacouncil.gov.zm/?p=2889||2889.0|A COMMUNITY VISION REALISED THROUGH CDF – KAKUNGU DAY SECONDARY SCHOOL COMMISSIONED|2025-06-18T11:35:22+00:00|cdf;ward|Residents, Teachers and Pupils of Kakungu Village in Lwandi Ward Mbala, gathered today to witness the ground breaking ceremony during which Northern Province Minister, Hon. Leonard Mbao commissioned Kakungu Day Secondary School, comprised of a 1×4 Classroom Block completed under the Constituency Development Fund. In the recent past, Kakungu Primary School catered for both the primary and secondary streams overwhelming both the educators and learners. Out of pure determination, the catchment community came together and begun the construction of the secondary school to decongest the primary school. However, due to lack of resources and capacity, the community was unable to complete the building. But today, Kakungu Secondary School is a functional facility thanks to the intervention of the Constituency Development Fund. Speaking during the Handover Ceremony held today at the school, Hon. Leonard Mbao stated that the project was implemented at a cost of K598,203.60, and furnished with 100 desks procured through CDF, fulfilling the Presidential Directive that no child should sit on the floor. And Head Teacher Mr. Mwila Mutelelwe revealed that the addition of a secondary school has decongested the primary school and created room for the influx of children who have enrolled since the introduction of the free education policy. He further stated that the newly commissioned secondary school has attracted pupils from several villages serving as the only secondary school in the vicinity. In her remarks, District Education Board Secretary Mrs. Juanita Mulenga confirmed that the school will go a long way in ensuring that every child in the surrounding communities will have access to secondary education. She further thanked the government for supporting the construction of the Classroom Block through CDF as it has presented a conducive environment to provide effective teaching and learning which will change generations in the community. And in her vote of thanks, Linda Shumba Head Girl of the school recalled how access to a conducive learning environment was but a dream, now realised. She expressed gratitude on behalf of her fellow pupils, to the President of the Republic of Zambia, Mr. Hakainde Hichilema for enhancing access to education through the Constituency Development Fund.|2306|post
https://www.mbalacouncil.gov.zm/?p=2863||2863.0|INVITATION TO THE HANDOVER OF 2025 CONSTITUENCY DEVELOPMENT FUND EMPOWERMENT LOANS & THE COMMISSIONING OF KAKUNGU DAY SECONDARY SCHOOL|2025-06-18T10:11:56+00:00|cdf;budget_finance|INVITATION TO THE HANDOVER OF 2025 CONSTITUENCY DEVELOPMENT FUND EMPOWERMENT LOANS & THE COMMISSIONING OF KAKUNGU DAY SECONDARY SCHOOL – Mbala Municipal Council Menu Contact Information Mbala Municipal Council Mbala District Northern Province, Zambia A.K Wilombe Lane P.O Box 420057 Tel: 0971921116 Email:mbalacouncil@gmail.com Quick Links Ministry of Local Government and Rural Development Local Government Service Comission Ministry of Finance and National PlanningMinistry of Finance and National Planning Ministry of Agriculture National Assembly of Zambia Local Government Training Institute SMART Zambia ©2025. SMART Zambia Institute & Mbala Municipal Council. All Rights Reserved.|687|post
https://www.mbalacouncil.gov.zm/?p=2428||2428.0|MBALA MUNICIPAL COUNCIL DISBURSES OVER FIVE MILLION KWACHA IN CDF EMPOWERMENT GRANTS AND LOANS|2024-07-18T08:13:40+00:00|cdf|Mbala Municipal Council has handed over Constituency Development Fund Empowerment Loans to 33 applicants, amounting to K3,417,000 , and K2,283,000 to 151 Grant beneficiaries across the 9 Wards of Mbala Constituency. This brings the total amount disbursed in the 2024 Women, Youth and Community Empowerment Fund to K5,700,000, indicating an increase by K323,000 in comparison to K5,377.000 approved in 2023. Speaking during the Handover Ceremony held on 17th July, 2024 at the Civic Centre, District Commissioner Jestus Sikazwe who graced the Ceremony as Guest of Honor commended the Government of his Excellency President Hakainde Hichilema, who has committed himself to practically address challenges faced by vulnerable communities through the consistent disbursement of the Constituency Development Fund (CDF). The District Commissioner stated that, successful implementation of Empowerment Funds among 2022 and 2023 beneficiaries has demonstrated the undeniable transforming power of CDF in the District, as observed during the monitoring activities conducted by the Council in collaboration with Local Leaders. “Through CDF, communities are making strides to gain resilience to effects of climate change, poverty and lack of employment.” And Town Clerk for Mbala Municipal Council Mrs. Laura Yumba Munkanta commended the outgoing CDF Committee, the Local Authority and Access Bank for the timely processing and disbursement of CDF Empowerment Funds to the beneficiaries. She however appealed to beneficiaries to be available during monitoring visits and to correctly utilize their Empowerment Funds or risk being held accountable through the laid down CDF Guidelines. And in his Vote of Thanks, Reverend Silondwa, Chairman of the Pastors Fellowship Savings Group, as a beneficiary of 2024 Empowerment Grants, expressed gratitude to the Government for considering his group under CDF thereby acknowledging that the clergy is part and parcel of the common challenges being faced in the nation such as climate change and poverty. Beneficiaries who previously received Financial Literacy, were further sensitized during the Ceremony to ensure that their funds go through the bank frequently and before any business transaction is made, in order to build financial statements and efficient record keeping. Meanwhile, William Sinkamba, a local entrepreneur gave testament to the growth he has experienced in his business through the CDF Empowerment Loan he received under the 2023 allocation.|2491|post
https://www.mbalacouncil.gov.zm/?p=1919||1919.0|MBALA MUNICIPAL COUNCIL CONSTRUCTS NEW ABLUTION BLOCK AT MBULU MARKET|2023-11-27T14:27:51+00:00|uncategorized|Mbala Municipal Council has commissioned a newly constructed Ablution Block at Mbulu Market worth K311,000 using the capital component of the Local Government Equalization Fund. The Ablution Block is fitted with 6 toilets and 4 hand washing sinks in the ladies section and 6 toilets, 4 hand washing sinks and 4 urinals in the gents section. Prior to the construction of the new Ablution Block, marketeers and patrons of Mbulu Market were restricted to using an old Ablution Block with only 1 female and 1 male toilet which were in a deplorable state. The Local Authority gave priority to the construction of the new Ablution Block as Mbulu market is the biggest and most populated market in the District but had inadequate toilets which could not accommodate the masses. Speaking during the commissioning ceremony held on Thursday 23 rd November 2023, His Worship the Mayor Mr. Mulenga Sinyangwe commended the Local Authority for accommodating the construction of the Ablution Block under Capital Funds in order to bring dignity, proper sanitation and prevent disease outbreaks. The Mayor also commended the contractor for delivering quality works on the project. In his vote of thanks, the Market Committee Chairperson expressed gratitude to the Local Authority and to Civic leaders for replacing the old Ablution Block which they have used for decades.|1354|post
https://www.mbalacouncil.gov.zm/?p=1864||1864.0|MBALA MUNICIPAL COUNCIL LAUNCHES CHILDREN’S CORNER AT TVMI LIBRARY|2023-11-02T15:37:31+00:00|cdf|Mbala Municipal Council has today launched the Children’s Corner in an event held at TVMI Library. The Children’s Corner is a newly introduced section of the library, furnished and stocked to cater to the reading, research, and learning needs of children between the ages of 1 to 15 years old. Out of its mandate to provide access to information, knowledge, and educational resources, the Local Authority has been actively engaging well-wishers to revamp the library and finally managed to secure a donation of K29,459.00, 3000 books and Staff Training from Book Aid International in partnership with the Zambia Library Service, which has enabled the establishment of the Children’s Corner. Speaking during the launch, Town Clerk for Mbala Municipal Council Mrs. Laura Yumba Munkanta expressed excitement at the new addition to the facility, as it will contribute to the establishment of a solid literacy foundation for children at their critical learning age. She further expressed gratitude to Book Aid International and the Zambia Library Service for funding the establishment of the Children’s Corner, the first of its kind in the District. And Mbala District Education Board Secretary in his remarks urged parents and teachers to encourage learners to utilize the Children’s Corner in order to promote the culture of reading among children as it is crucial to education. He further encouraged learners to subscribe for membership so as to fully benefit from the services being provided at the facility. The launch was characterized by a spelling competition between Grade 6 students from Chila Primary School and Mbala Primary School. Mbala Primary School walked away with the winning prize inclusive of hardcover books, pencils, and pens. In attendance was Mbala Municipal Council Town Clerk, District Education Board Secretary, Constituency Development Fund Committee Chairperson, Local Authority Management, various Stakeholders, Teachers and Pupils from various schools. The facility shall be accessible free of charge, but attracts a membership fee of K10 per month or K100 per year, for access to services such as borrowing books.|2141|post
https://www.mbalacouncil.gov.zm/?p=1854||1854.0|ZAMBIA CELEBRATES 59 YEARS OF INDEPENDENCE|2023-10-26T08:14:12+00:00|department|Mbala District joined the rest of the nation in the celebration of 59 years of Zambia’s independence. Government Departments, Parastatals, the Zambia Air Force, Civil Society Organizations, and Citizens from all walks of life joined the procession of the march past from the Cenotaph to the Civic Centre, where the commemoration was held on October 24 th 2023. Speaking during the event, District Commissioner Mrs. Anne Paul encouraged Zambians to sustain the freedom, peace and unity which freedom fighters shed their blood for in the fight for Zambia’s independence from colonization and slavery. She encouraged all to emulate the valor and courage exhibited by the freedom fighters even to the point of d eath. The commemoration was also graced by the presence of Mr. Blackson Chinama, a freedom fighter who took part in Zambia’s fight for freedom in 1964. In his speech, Mr. Chinama encouraged Zambians to continue the fight for freedom from issues that have affected the average Zambian such as poverty. The assembly honored the senior citizen with a round of applause for contributing to the attainment of mother Zambia’s freedom. And in her welcoming remarks, Town Clerk for Mbala Municipal Council, Mrs. Laura Yumba Munkanta stated that, it was her privilege to be part of the independence celebration as it is the day when our forefathers won the fight for the freedom we enjoy today. Mbala District also observed the hosting of the flag and gun salute on the night of Independence Eve at the Civic Centre.|1515|post
https://www.mbalacouncil.gov.zm/?p=1826||1826.0|MBALA MUNICIPAL COUNCIL AWARDS CDF EMPOWERMENT LOANS TO 22 BENEFICIARY GROUPS|2023-10-09T22:18:31+00:00|cdf|Luapula Province Minister & Member of Parliament for Mbala Constituency, Honorable Njavwa Simutowe has today awarded CDF Empowerment Loans to 22 approved beneficiaries from the 2022 CDF allocation and 1 approved beneficiary from the 2023 allocation. The 22 approved beneficiaries who have been awarded under the 2022 CDF allocation are a fraction of beneficiaries who will also be awarded within the next few weeks under the 2022 allocation collectively amounting to K2,229,290. Speaking during the awarding ceremony held today at the civic centre, the honorable minister expressed gratification to witness the empowerment of small and medium scale enterprises (SME’s), Cooperatives, Clubs, Associations and individuals with loans that will enable them to initiate or boost already existing businesses, which will result in job creation and economic growth in the District. And in her welcoming remarks, Town Clerk for Mbala Municipal Council Mrs. Laura Yumba Munkanta assured civic leaders and stakeholders that the Local Authority is committed to providing guidance to the beneficiaries and monitoring their progress to ensure that CDF guidelines are strictly adhered to in order to maximize the output of the businesses that the beneficiaries will take on. The Town Clerk further urged the banks to expedite the processing and issuing of CDF empowerment loans to avoid unnecessary delays. Mrs. Munkanta also stated that the approved beneficiaries underwent financial literacy training on 29th September 2023 and is therefore confident that the beneficiaries are well aware of the terms and conditions of the CDF loans they have received and will therefore abide by them. And in her remarks, District Commissioner Mrs. Anne Paul challenged beneficiaries of CDF empowerment loans and grants to bring forth testament of the actualization of CDF in order to build the faith of the public in the government’s efforts, especially to those who have not received empowerment funds yet. Meanwhile his Worship the Mayor Mr. Mulenga Sinyangwe urged the beneficiaries to refrain from diverting the funds to endeavors contrary to what was submitted in their applications as this will attract repercussions.|2196|post
https://www.mbalacouncil.gov.zm/?p=1819||1819.0|Mbala Municipal Council begins rehabilitating Feeder Roads.  CDF at Work!|2023-10-06T13:01:35+00:00|cdf;budget_finance|Mbala Municipal Council begins rehabilitating Feeder Roads.  CDF at Work! – Mbala Municipal Council Menu Contact Information Mbala Municipal Council Mbala District Northern Province, Zambia A.K Wilombe Lane P.O Box 420057 Tel: 0971921116 Email:mbalacouncil@gmail.com Quick Links Ministry of Local Government and Rural Development Local Government Service Comission Ministry of Finance and National PlanningMinistry of Finance and National Planning Ministry of Agriculture National Assembly of Zambia Local Government Training Institute SMART Zambia ©2025. SMART Zambia Institute & Mbala Municipal Council. All Rights Reserved.|626|post
https://www.mbalacouncil.gov.zm/?p=1817||1817.0|PROVINCIAL MINISTER NJAVWA SIMUTOWE – MP HANDS OVER GRADER TO COUNCIL PURCHASED THROUGH CDF.|2023-10-06T12:55:30+00:00|cdf;department;ward|Mbala Municipal Council has procured a brand new Grader through the 2023 Constituency Development Fund at a cost of K2,499,500. The Grader was commissioned by Honorable Njavwa Simutowe – MP during a ceremony held on 18 th August 2023 at Old Location Round About, in the presence of His Worship The Mayor Mr. Mulenga Sinyangwe, the District Commissioner Mrs. Anne Paul, government departments, stakeholders, community members and the press. The acquisition of the new Grader has enabled the Local Authority to begin rehabilitating feeder roads thereby improving rural road connectivity and bring about inclusive socio economic transformation in the District. The law maker in his speech highlighted challenges faced by Government Officers such as difficulty in reaching rural areas to deliver public services due to the dilapidated and impassable roads the District is characterized by. This has also posed a challenge for patients to easily access Health Centres and farmers to transport their produce to the intended market. Honorable Simutowe has further commended the Local Authority for beginning the procurement process of a Tipper Truck, an  accompanying piece of machinery required in the rehabilitation of feeder roads. Speaking during the event, the District Commissioner Mrs. Anne Paul urged the Local Authority and the CDF Committee to plan for the procurement of complimenting equipment such as a roller compactor, and other requisite equipment in order to complete the set as the Grader cannot be used in isolation. And Ward Councilor for Kazimolwa Ward, Hon. Hastings Sinyangwe in his vote of thanks commended the government for strengthening the capacity of Local Authorities through massive increment in the constituency development fund allocations.|1766|post
https://www.mbalacouncil.gov.zm/?p=1803||1803.0|MBALA DISBURSES OVER K2 MILLION IN CDF EMPOWERMENT GRANTS|2023-10-06T12:49:59+00:00|cdf|Mbala Municipal Council disbursed K2,151,856,55 in Grants under the Women, Youth and Community Empowerment component of the 2023 CDF allocation during an awarding ceremony held on 23 rd June 2023 at the Civic Centre. 76 groups including Cooperatives, Clubs, and Youth Groups drawn from all the nine wards of Mbala District received Constituency Development Fund Grants during the well-attended ceremony. Applications which were funded include piggery, poultry, peanut butter processing, sunflower oil processing, fish farming, goat rearing, village banking and crop growing among others. Speaking during the event, Hon.Simutowe reminded beneficiaries of the government’s expectation that the disbursed grants must be used  to to implement the viable projects applied for, in order to relieve the burden of poverty in the communities, uplift the wellbeing of the people and stimulate economic activities in respective wards. He further encouraged the beneficiaries to maximize output from their ventures so as to bring sustenance in their livelihoods, create jobs and contribute meaningfully to the national food basket. Meanwhile, Mbala Municipal Council Town Clerk, Mrs. Laura Yumba Munkanta stated that the Local Authority had previously given out grants to 48 groups and bursaries to 79 learners under the 2022 CDF allocation and encouraged community members to continue submitting applications as the submission and processing of applications is an ongoing process. The awarding ceremony was graced by Hon. Njavwa Simutowe in the company of The District Commissioner Mrs. Anne Paul, Deputy Mayor Mr. Alfred Ntuntu, the District Commissioner Mrs. Anne Paul and the Town Clerk Mrs. Laura Yumba Munkanta. Also in attendance was the CDF Committee, and representatives of Cooperatives, Clubs and groups across all wards of the District.|1835|post
